㐷	傌
抹干	抹乾
莫干山	莫干山
莫吉托	莫吉托
莫里	莫里
莫信梅花发	莫信梅花發
莫余毒也	莫余毒也
墨荡子	墨盪子
墨斗	墨斗
墨沈	墨沈
墨沈未干	墨瀋未乾
默念	默唸
某只	某隻
母后	母后
母钟	母鐘
木梁	木樑
木偶	木偶
木偶戏	木偶戲
木偶戏扎	木偶戲紮
木制	木製
木钟	木鐘
目牛游刃	目牛游刃
目眩神摇	目眩神搖
墓志	墓誌
穆罕默德	穆罕默德
穆罕默德历	穆罕默德曆
拿坡里	拿坡里
拿破仑	拿破崙
拿下	拿下
拿下表	拿下錶
拿下钟	拿下鐘
拿贼要赃拿奸要双	拿賊要贓拿姦要雙
哪一出	哪一齣
哪只	哪隻
那出电影	那齣電影
那出好戏	那齣好戲
那出剧	那齣劇
那个	那個
那个猫儿不吃腥	那個貓兒不吃腥
那卷	那捲
那只	那隻
纳采	納采
乃里	乃里
奶卷	奶捲
奶娘	奶孃
萘基苯基恶唑	萘基苯基惡唑
男儿悬弧非一日	男兒懸弧非一日
男用表	男用錶
南宫	南宮
南宫适	南宮适
南回	南迴
南京	南京
南京钟	南京鐘
南里	南里
南泠路不通	南泠路不通
南山	南山
南山杯	南山盃
南巡务逸游	南巡務逸遊
南亚松	南亞鬆
南征	南征
南筑	南筑
难挨	難捱
难舍	難捨
难咽	難嚥
难荫	難廕
闹表	鬧錶
闹哄	鬧鬨
闹钟	鬧鐘
内哄	內鬨
内脏	內臟
内制	內製
能舍	能捨
能征惯战	能征慣戰
能征善战	能征善戰
尼采	尼采
尼克	尼克
尼克松	尼克松
尼亚加拉	尼亞加拉
尼亚美	尼亞美
泥灰	泥灰
泥灰岩	泥灰岩
泥岩	泥岩
泥质	泥質
泥质岩	泥質岩
倪嗣冲	倪嗣沖
拟制	擬製
你才子发昏	你纔子發昏
你斗了胆	你斗了膽
你系	你係
逆钟	逆鐘
惄如调饥	惄如調饑
拈须	拈鬚
年谷	年穀
年历	年曆
年年十月梅花发	年年十月梅花發
捻须	捻鬚
捻针	捻鍼
念啊	唸啊
念吧	唸吧
念白	唸白
念错	唸錯
念叨	唸叨
念到	唸到
念的	唸的
念对	唸對
念佛	唸佛
念经	唸經
念了	唸了
念念	念念
念念有词	唸唸有詞
念诗	唸詩
念书	唸書
念诵	唸誦
念完	唸完
念曰	唸曰
念咒	唸咒
念作	唸作
娘的	孃的
娘儿	孃兒
娘家	孃家
娘舅	孃舅
娘老子	孃老子
娘亲	孃親
娘胎	孃胎
娘姨	孃姨
酿制	釀製
鸟松	鳥松
袅袅	嫋嫋
袅袅炊烟	裊裊炊煙
袅袅上升	裊裊上升
袅绕	裊繞
袅窕	裊窕
尿斗	尿斗
捏制	捏製
宁成子	甯成子
宁辞旧路驾朱轓	寧辭舊路駕朱轓
宁悼子	甯悼子
宁斧成	甯斧成
宁浩	甯浩
宁惠子	甯惠子
宁猛力	甯猛力
宁戚	甯戚
宁调元	甯調元
宁武	寧武
宁武子	甯武子
宁远县	寧遠縣
宁越	甯越
宁中	寧中
宁中则	甯中則
宁庄子	甯莊子
凝灰岩	凝灰岩
凝炼	凝鍊
拧干	擰乾
牛骥同皂	牛驥同皂
牛柳	牛柳
牛柳面	牛柳麪
牛肉	牛肉
牛肉羹	牛肉羹
牛肉面	牛肉麪
牛只	牛隻
纽扣	鈕釦
钮扣	鈕釦
拗别	拗彆
农历	農曆
农民	農民
农民历	農民曆
浓发	濃髮
浓郁	濃郁
醲郁	醲郁
弄干	弄乾
弄鬼	弄鬼
弄鬼吊猴	弄鬼弔猴
弄面吃	弄麪吃
奴儿干	奴兒干
奴隔荷花路不通	奴隔荷花路不通
怒发冲冠	怒髮衝冠
怒发冲天	怒髮沖天
怒气	怒氣
怒气冲发	怒氣沖發
暖荡撩锅	暖盪撩鍋
诺里	諾里
糯米	糯米
糯米团	糯米糰
女丑	女丑
女生	女生
女生外向	女生外嚮
欧巴托	歐巴託
欧比斯迪	歐比斯迪
欧伯托	歐伯托
欧几里得	歐幾里得
欧几里德	歐幾里德
欧里庇得斯	歐里庇得斯
欧里桑	歐里桑
欧洲	歐洲
欧洲杯	歐洲盃
藕复	藕覆
帕累托法则	帕累托法則
帕累托最优	帕累托最優
拍出	拍出
拍出好戏	拍齣好戲
拍台拍凳	拍檯拍凳
排档杆	排檔桿
排骨	排骨
排骨面	排骨麪
排须	排鬚
徘回	徘迴
潘威志	潘威誌
潘岳	潘岳
盘回	盤迴
盘松	盤松
蟠采	蟠采
蟠龙	蟠龍
蟠龙松	蟠龍松
旁注	旁註
匏系	匏繫
跑跑颠颠	跑跑顛顛
跑台子	跑檯子
泡面	泡麪
泡制	泡製
炮制	炮製
陪吊	陪弔
培哚普利	培哚普利
培尔松	培爾松
培里克里斯	培里克里斯
裴里诺	裴里諾
裴松之	裴松之
配膳	配膳
配膳台	配膳檯
配制	配製
砰当	砰噹
烹制	烹製
彭咸	彭咸
彭于晏	彭于晏
蓬发	蓬髮
篷盖布	篷蓋佈
膨土岩	膨土岩
碰钟	碰鐘
批复	批覆
批核	批覈
批回	批迴
批注	批註
批准	批准
披发	披髮
披复	披覆
披红	披紅
披红挂彩	披紅掛綵
披头散发	披頭散髮
披云卧松雪	披雲臥鬆雪
披榛采兰	披榛採蘭
劈里	劈里
皮托管	皮托管
皮制	皮製
毗婆尸佛	毗婆尸佛
疲困	疲睏
埤塘里	埤塘里
脾脏	脾臟
匹马只轮	匹馬隻輪
辟恶	辟惡
辟咡	辟咡
辟谷	辟穀
辟举	辟舉
辟君三舍	辟君三舍
辟历施鞭	辟歷施鞭
辟纑	辟纑
辟逻	辟邏
辟命	辟命
辟匿	辟匿
辟辟	闢辟
辟然	辟然
辟人之士	辟人之士
辟色	辟色
辟世	辟世
辟书	辟書
辟违	辟違
辟邪	辟邪
辟言	辟言
辟易	辟易
辟淫	辟淫
辟引	辟引
辟雍	辟雍
辟廱	辟廱
辟召	辟召
辟支佛	辟支佛
辟芷	辟芷
偏信	偏信
偏信则暗	偏信則闇
偏幸	偏倖
片麻岩	片麻岩
片言	片言
片言只语	片言隻語
片岩	片岩
片语只辞	片語隻辭
漂荡	漂盪
漂游	漂游
飘仙一号	飄仙一號
撇吊	撇弔
拚舍	拚捨
贫女铜钗惜于玉	貧女銅釵惜於玉
品尝	品嚐
品汇	品彙
平康	平康
平康里	平康里
平生未许人	平生未許人
平远县	平遠縣
评核	評覈
评注	評註
苹果粟米鸡肉羹	蘋果粟米雞肉羹
苹萦	苹縈
凭吊	憑弔
凭几	憑几
凭借	憑藉
凭闲	憑閑
凭折	憑摺
颇复	頗覆
破表	破錶
破坏	破壞
破坏欲	破壞慾
破死忘生	破死忘生
掊斗折衡	掊斗折衡
裒克	裒剋
扑冬	撲鼕
铺盖	鋪蓋
铺盖卷儿	鋪蓋捲兒
噗噜噜	噗嚕嚕
仆倒	仆倒
仆地	仆地
仆夫	僕伕
仆街	仆街
仆然	仆然
葡萄	葡萄
葡萄干	葡萄乾
蒲松龄	蒲松齡
朴茨茅斯	朴茨茅斯
朴刀	朴刀
朴恩惠	朴恩惠
朴凤柱	朴鳳柱
朴父	朴父
朴吉渊	朴吉淵
朴槿惠	朴槿惠
朴京琳	朴京琳
朴璐美	朴璐美
朴茂	朴茂
朴诗妍	朴詩妍
朴世莉	朴世莉
朴树	朴樹
朴泰桓	朴泰桓
朴硝	朴硝
朴新阳	朴新陽
朴宣英	朴宣英
朴永训	朴永訓
朴仔树	朴仔樹
朴赞浩	朴贊浩
朴真熙	朴真熙
朴正恩	朴正恩
朴正熙	朴正熙
朴正祥	朴正祥
朴志胤	朴志胤
朴智星	朴智星
朴忠	朴忠
朴周永	朴周永
朴资茅斯	朴資茅斯
朴子	朴子
埔里	埔里
普勒托利亚	普勒托利亞
普里	普里
普利艾托	普利艾托
七里	七裏
七里河	七里河
七里香	七里香
七娘	七娘
七娘妈	七孃媽
七坛	七罈
七弦	七絃
七扎	七紮
七只	七隻
七周	七週
凄沧	淒滄
凄寒	淒寒
凄冷	淒冷
凄厉	淒厲
凄凉	淒涼
凄雨	淒雨
戚里	戚里
戚戚	慼慼
戚墅堰	慼墅堰
欺蒙	欺矇
齐后破环	齊后破環
齐王舍牛	齊王捨牛
其次	其次
其次辟地	其次辟地
奇杯	奇盃
奇迹	奇蹟
奇里安	奇里安
奇台	奇台
歧化松雪	歧化鬆雪
棋布	棋佈
棋罗星布	棋羅星佈
岂惮温风入	豈憚溫風入
启发	啓發
启发式敎学法	啓發式教學法
起哄	起鬨
起扑杆	起撲桿
气冲	氣衝
气冲斗牛	氣衝斗牛
气冲牛斗	氣衝牛斗
气克斗牛	氣克斗牛
气若游丝	氣若游絲
气色杳在寒山中	氣色杳在寒山中
气势	氣勢
气势熏灼	氣勢熏灼
气吞牛斗	氣吞牛斗
气扬采飞	氣揚采飛
气一冲	氣一衝
弃舍	棄捨
碛卤	磧鹵
恰才	恰纔
千层面	千層麪
千回百折	千迴百折
千回百转	千迴百轉
千钧	千鈞
千钧一发	千鈞一髮
千里	千里
千仞忽弹珠	千仞忽彈珠
千山暮钟发	千山暮鍾發
千载一日	千載一日
千扎	千紮
千只	千隻
迁思回虑	遷思迴慮
牵系	牽繫
牵一发	牽一髮
铅制	鉛製
悭吝	慳吝
悭吝苦克	慳吝苦剋
谦冲	謙沖
签报	簽報
签唱	簽唱
签呈	簽呈
签出	簽出
签单	簽單
签到	簽到
签得	簽得
签订	簽訂
签定	簽定
签赌	簽賭
签发	簽發
签过	簽過
签好	簽好
签结	簽結
签了	簽了
签名	簽名
签派室	簽派室
签入	簽入
签上	簽上
签收	簽收
签书会	簽書會
签署	簽署
签退	簽退
签妥	簽妥
签完	簽完
签爲	簽爲
签下	簽下
签些	簽些
签写	簽寫
签押	簽押
签印	簽印
签有	簽有
签约	簽約
签在	簽在
签章	簽章
签帐	簽帳
签着	簽着
签证	簽證
签証	簽証
签注	簽註
签字	簽字
前车	前車
前车复后车戒	前車覆後車戒
前车之复	前車之覆
前登寒山重	前登寒山重
前仆后继	前仆後繼
前仆后起	前仆後起
钱谷	錢穀
乾清宫	乾清宫
乾象历	乾象曆
潜水	潛水
潜水钟	潛水鐘
潜游	潛游
枪杆	槍桿
枪托	槍托
腔镜使用套扎线	腔鏡使用套扎線
强积金	強積金
强奸	強姦
强投松	強投松
强咽	強嚥
硗确	磽确
敲钟	敲鐘
乔松	喬松
荞麦	蕎麥
荞麦面	蕎麥麪
荞面	蕎麪
桥梁	橋樑
巧历	巧曆
窃闻天子已传位	竊聞天子已傳位
窃占	竊占
窃钟掩耳	竊鐘掩耳
朅来已复去	朅來已復去
侵并	侵併
侵入	侵入
侵入岩	侵入岩
亲娘	親孃
亲幸	親倖
亲征	親征
秦女卷衣	秦女卷衣
秦少游	秦少游
琴断朱弦	琴斷朱絃
琴杆	琴桿
琴弦	琴絃
琴钟	琴鐘
禽巢闭画梁	禽巢閉畫梁
噙齿戴发	噙齒戴髮
青翠有松筠	青翠有鬆筠
青帘	青帘
青苹	青苹
青山	青山
青山一发	青山一髮
青松	青松
轻扣	輕釦
氢卤酸	氫鹵酸
倾复	傾復
倾复重器	傾覆重器
倾斜管	傾斜管
清査不当党产	清查不當黨產
清晨	清晨
清晨杯	清晨盃
清杆运动	清桿運動
清台	清檯
清远县	清遠縣
情采	情采
情系	情繫
情欲	情慾
顷曾策匹马	頃曾策匹馬
庆吊	慶弔
庆历	慶曆
磬钟	磬鐘
穷发	窮髮
穷里	窮里
邱富郁	邱富郁
邱郁婷	邱郁婷
秋不干	秋不乾
秋发	秋髮
秋风桂花发	秋風桂花發
秋桂白花发	秋桂白花發
秋气何高清	秋氣何高清
秋千	鞦韆
秋征	秋征
囚系	囚繫
求知	求知
求知欲	求知慾
虬须	虯鬚
球后	球后
球台	球檯
巯基苯并恶唑	巰基苯並惡唑
屈指数别日	屈指數別日
趋吉避凶	趨吉避凶
曲车	麴車
曲尘	麴塵
曲道	曲道
曲道士	麴道士
曲酒	麴酒
曲卷	曲捲
曲菌	麴菌
曲霉	麴黴
曲蘖	麴櫱
曲钱	麴錢
曲生	麴生
曲松	曲松
曲秀才	麴秀才
曲院	麴院
取舍	取捨
去时无一物	去時無一物
圈扣	圈釦
圈梁	圈樑
权力	權力
权力欲	權力慾
权欲熏心	權慾薰心
全彩	全綵
全斗焕	全斗煥
全干	全乾
诠注	詮註
痊愈	痊癒
鬈发	鬈髮
犬只	犬隻
却才	卻纔
确瘠	确瘠
确系	確係
阙里	闕里
裙摆	裙襬
群多普利	羣多普利
群后	羣后
群谋咸同	羣謀咸同
群辟	羣辟
群蚁附膻	羣蟻附羶
然身死才数月耳	然身死纔數月耳
髯胡	髯鬍
染发	染髮
染干	染干
绕梁	繞樑
热病淖津便不通	熱病淖津便不通
人参	人蔘
人类生态环境	人類生態環境
人物	人物
人物志	人物誌
人欲	人慾
人云	人云
人云亦云	人云亦云
仁杰	仁杰
忍饥受饿	忍饑受餓
忍饥受渴	忍饑受渴
认制修	認製修
日本	日本
日本国	日本國
日本国志	日本國誌
日本制	日本製
日复一日	日復一日
日干	日干
日旰不食	日旰不食
日进斗金	日進斗金
日历	日曆
日甚一日	日甚一日
日慎一日	日慎一日
日昃不食	日昃不食
日志	日誌
日制	日製
荣登后座	榮登后座
溶精于素	溶精於素
溶岩	溶岩
熔毁	熔燬
熔炼	熔鍊
熔岩	熔岩
镕岩	鎔岩
揉面	揉麪
鞣制	鞣製
肉干	肉乾
肉羹面	肉羹麪
肉丝	肉絲
肉丝面	肉絲麪
肉欲	肉慾
如干	如干
如何溆花发	如何漵花發
如荷丘山重	如荷丘山重
如今抛掷上街里	如今拋擲上街裏
如蚁附膻	如蟻附羶
如坐针毡	如坐鍼氈
茹志鹃	茹誌鵑
儒略改革历	儒略改革曆
儒略历	儒略曆
乳娘	乳孃
辱游	辱游
入托	入托
阮咸	阮咸
軟肥皂	软肥皂
瑞郎方面	瑞郎方麪
瑞签	瑞簽
瑞士	瑞士
瑞士卷	瑞士捲
润发	潤髮
若干	若干
弱智	弱智
弱智赖于涵	弱智賴于涵
撒布	撒佈
萨巴克希斯	薩巴克希斯
萨巴托	薩巴托
萨克拉希斯	薩克拉希斯
萨里	薩里
萨托斯	薩託斯
腮斗	腮斗
腮托	腮托
赛里木湖	賽里木湖
三复	三複
三里	三裏
三里河	三里河
三里屯	三里屯
三邻四舍	三鄰四舍
三沐三熏	三沐三薰
三娘教子	三孃教子
三辟	三辟
三秋方一日	三秋方一日
三声画角咽不通	三聲畫角咽不通
三尸	三尸
三天接画梁	三天接畫梁
三统历	三統曆
三瓦四舍	三瓦四舍
三五谁能征	三五誰能徵
三鲜砂锅	三鮮砂鍋
三弦	三絃
三衅三浴	三釁三浴
三熏三沐	三熏三沐
三叶松	三葉松
三浴三熏	三浴三熏
三元	三元
三元里	三元里
三扎	三紮
三征七辟	三徵七辟
三只	三隻
三周	三週
散布	散佈
桑德威奇	桑德威奇
桑干	桑乾
桑托里尼岛	桑托里尼島
桑托荣	桑托榮
桑托斯	桑托斯
丧荡游魂	喪蕩游魂
丧钟	喪鐘
色欲	色慾
铯钟	銫鐘
沙参	沙蔘
沙坑	沙坑
沙坑杆	沙坑桿
沙里	沙裏
沙里夫	沙里夫
沙仑	沙崙
沙普利	沙普利
沙岩	沙岩
砂锅面	砂鍋麪
砂岩	砂岩
莎伊斯	莎伊斯
傻里傻气	傻里傻氣
晒干	曬乾
晒谷	曬穀
晒烟	曬菸
山崩	山崩
山崩钟应	山崩鐘應
山店橘花发	山店橘花發
山斗	山斗
山鸡腿	山雞腿
山里	山裏
山里站	山里站
山梁	山樑
山岩	山岩
山羊	山羊
山羊胡	山羊鬍
山羊须	山羊鬚
山仔	山仔
山仔后	山仔后
山中无历日	山中無曆日
山重水复	山重水複
珊希斯	珊希斯
膻中	膻中
鳝鱼	鱔魚
鳝鱼面	鱔魚麪
商历	商曆
赏赞	賞讚
上不通	上不通
上车仔	上車仔
上冲	上衝
上冲下洗	上沖下洗
上复	上覆
上海嘉柏	上海嘉柏
上合	上合
上合屋	上閤屋
上课	上課
上课钟	上課鐘
上栗	上慄
上栗县	上栗縣
上链	上鍊
上梁	上樑
上梁不正下梁歪	上樑不正下樑歪
上头日日风复雨	上頭日日風復雨
上阳宫树千花发	上陽宮樹千花發
上野树里	上野樹里
上游	上游
上周	上週
尚味一号	尚味一號
烧干	燒乾
烧毁	燒燬
烧制	燒製
筲斗	筲斗
韶山	韶山
韶山冲	韶山沖
邵廷采	邵廷采
舌干唇焦	舌乾脣焦
舌干脣焦	舌乾脣焦
舌一卷	舌一捲
蛇发女妖	蛇髮女妖
蛇绿混杂岩	蛇綠混雜岩
蛇绿岩	蛇綠岩
蛇皮松	蛇皮松
蛇纹岩	蛇紋岩
舍安就危	捨安就危
舍本	捨本
舍不得	捨不得
舍车保帅	捨車保帥
舍出	捨出
舍得	捨得
舍短从长	捨短從長
舍短录长	捨短錄長
舍短取长	捨短取長
舍短用长	捨短用長
舍堕	捨墮
舍己	捨己
舍近即远	捨近即遠
舍近谋远	捨近謀遠
舍近求远	捨近求遠
舍近务远	捨近務遠
舍旧迎新	捨舊迎新
舍命	捨命
舍弃	捨棄
舍去	捨去
舍身	捨身
舍生	捨生
舍实	捨實
舍死忘生	捨死忘生
舍我复谁	捨我復誰
舍我其谁	捨我其誰
舍下	舍下
舍下你	捨下你
舍下他	捨下他
舍下她	捨下她
舍下我	捨下我
舍正从邪	捨正從邪
设言托意	設言托意
射雕	射鵰
射复	射覆
射干	射干
摄制	攝製
麝香回阳	麝香回陽
申复	申覆
身敎重于言敎	身教重於言教
身上艺能无不通	身上藝能無不通
身系囹圄	身繫囹圄
深成岩	深成岩
深萝月不通	深蘿月不通
深山	深山
深山何处钟	深山何處鐘
什锦	什錦
什锦面	什錦麪
神采	神采
神雕	神鵰
神飞气扬	神飛氣揚
神龟出负图	神龜出負圖
神魂	神魂
神魂荡飏	神魂盪颺
神迹	神蹟
神曲	神曲
神曲茶	神麴茶
神圣	神聖
神圣周	神聖週
神摇魂荡	神搖魂盪
沈海	瀋海
沈河	瀋河
沈积	沈積
沈积岩	沈積岩
沈吉线	瀋吉線
沈山线	瀋山線
沈水	瀋水
沈阳	瀋陽
沈州	瀋州
审核	審覈
婶娘	嬸孃
肾脏	腎臟
升斗	升斗
升汞	昇汞
升华	昇華
升平	昇平
升天	昇天
升仙	昇仙
升阳	昇陽
生旦淨末丑	生旦淨末丑
生栋复屋	生棟覆屋
生发	生髮
生姜	生薑
生力	生力
生力面	生力麪
生态	生態
生态环境游	生態環境游
生田斗	生田斗
生物	生物
生物钟	生物鐘
绳扣	繩釦
省欲去奢	省慾去奢
圣杯	聖盃
圣德膺三统	聖德膺三統
圣哈辛托	聖哈辛托
圣赫勒拿和阿森松	聖赫勒拿和阿森鬆
圣迹	聖蹟
圣酒黄花发	聖酒黃花發
圣帕	聖帕
圣帕强台	聖帕強颱
圣神降临周	聖神降臨週
圣修伯里	聖修伯里
圣言在推诚	聖言在推誠
胜迹	勝蹟
胜键	胜鍵
胜肽	胜肽
盛价	盛价
盛赞	盛讚
尸臣	尸臣
尸谏	尸諫
尸解	尸解
尸鸠	尸鳩
尸居龙见	尸居龍見
尸居余气	尸居餘氣
尸利	尸利
尸禄	尸祿
尸陀林	尸陀林
尸位	尸位
尸饔	尸饔
尸祝	尸祝
失之毫厘	失之毫釐
失之毫厘谬以千里	失之毫厘謬以千里
师娘	師孃
师生	師生
师生杯	師生盃
师云而云	師云而云
诗云	詩云
诗赞	詩讚
诗钟	詩鐘
施佳升	施佳昇
施仁布恩	施仁佈恩
施仁布泽	施仁佈澤
施舍	施捨
施粥舍饭	施粥捨飯
湿地	溼地
湿地松	溼地松
詩云	詩云
十不当一	十不當一
十分	十分
十分干	十分乾
十干	十干
十里	十里
十年粉蠹生画梁	十年粉蠹生畫梁
十扎	十紮
十只	十隻
十周	十週
石拐	石柺
石灰	石灰
石灰岩	石灰岩
石几	石几
石枯松老	石枯松老
石梁	石樑
石路寒花发	石路寒花發
石松	石松
石屋	石屋
石屋制果	石屋製果
石英	石英
石英表	石英錶
石英岩	石英岩
石英钟	石英鐘
石钟乳	石鐘乳
时过忆松筠	時過憶鬆筠
时尚	時尚
时尚周	時尚週
时宪历	時憲曆
时钟	時鐘
时装	時裝
时装周	時裝週
拾沈	拾瀋
食面	食麪
食野之苹	食野之苹
食欲	食慾
史査克	史查克
史迹	史蹟
史托姆	史托姆
史托瑟	史托瑟
史托苏儿	史托蘇兒
史托腾柏格	史托騰柏格
史托威	史托威
史游	史游
使余刀兮剪余发	使餘刀兮剪餘發
使余力兮翦余发	使餘力兮翦餘發
始见才吞亦气吞	始見才吞亦氣吞
始来兹山中	始來茲山中
士干皮	士幹皮
示复	示覆
世彩堂	世綵堂
世纪	世紀
世纪钟	世紀鐘
世界	世界
世界杯	世界盃
市长	市長
市长杯	市長盃
事迹	事蹟
事可干	事可幹
事情	事情
事情干脆	事情干脆
事情可干	事情可幹
饰扣	飾釦
试验	試驗
试验台	試驗檯
试制	試製
拭干	拭乾
是只	是隻
适当的	適當的
視如寇仇	視如寇讎
释压面	釋壓面
嗜酸	嗜酸
嗜酸乳干菌	嗜酸乳干菌
嗜欲	嗜慾
收获	收穫
手表	手錶
手工	手工
手工台	手工檯
手链	手鍊
手面	手面
手面赚吃	手面賺吃
手术	手術
手术台	手術檯
手酸	手痠
手一卷	手一捲
手折	手摺
手制	手製
手冢治虫	手冢治虫
守财奴卡波尔	守財奴卡波爾
守御	守禦
首都	首都
首都杯	首都盃
首只	首隻
寿面	壽麪
受命于天	受命於天
受他驱遣还复去	受他驅遣還復去
兽奸	獸姦
兽欲	獸慾
瘦身一号	瘦身一號
书台	書檯
殊域周咨录	殊域周咨錄
梳发	梳髮
梳妆	梳妝
梳妆台	梳妝檯
淑郁	淑郁
舒卷	舒捲
输征	輸征
蜀道蔼松筠	蜀道藹鬆筠
鼠曲草	鼠麴草
术赤	朮赤
束发	束髮
束修	束脩
树梁	樹樑
恕乏价催	恕乏价催
数个	數箇
数与虏确	數與虜确
数周	數週
数字	數字
数字高清	數字高清
数字钟	數字鐘
数罪并罚	數罪併罰
甩发	甩髮
双雕	雙鵰
双拐	雙柺
双后前兵开局	雙后前兵開局
双胜类	雙胜類
双特松	雙特鬆
双燕双飞绕画梁	雙燕雙飛繞畫梁
双折	雙摺
双周	雙週
霜纹斗蓬	霜紋鬥蓬
谁言一朝复一日	誰言一朝復一日
水表	水錶
水才干	水纔乾
水成岩	水成岩
水斗	水斗
水干	水乾
水谷	水谷
水谷之海	水穀之海
水管	水管
水管面	水管麪
水里	水裏
水里乡	水里鄉
水里鄉	水里鄉
水气朦胧满画梁	水氣朦朧滿畫梁
水蛇皮	水蛇皮
水松皮	水鬆皮
水楔不通	水楔不通
水泄不通	水泄不通
水洩不通	水洩不通
水一冲	水一衝
水已干	水已乾
睡眠	睡眠
睡眠欲	睡眠慾
顺德	順德
顺德者吉逆天者凶	順德者吉逆天者凶
顺钟向	順鐘向
顺朱儿	順硃兒
舜海词波发	舜海詞波發
说法动海岳	說法動海嶽
说岳	說岳
丝恩发怨	絲恩髮怨
丝发	絲髮
丝杆	絲桿
丝管荷风入	絲管荷風入
丝托索	絲托索
丝弦	絲絃
私欲	私慾
斯伯丁杯	斯伯丁盃
斯迪波尔	斯迪波爾
斯迪里	斯迪里
斯干	斯干
斯里	斯里
斯里査潘	斯里查潘
斯普林瓦尔	斯普林瓦爾
斯人不重见	斯人不重見
斯托	斯托
斯瓦希里	斯瓦希里
死面	死麪
死伤	死傷
死伤相借	死傷相藉
四分	四分
四分历	四分曆
四国靡不通	四國靡不通
四海	四海
四海皆准	四海皆准
四户八窗明	四戶八窗明
四里	四里
四面	四面
四面钟	四面鐘
四舍六入	四捨六入
四舍五入	四捨五入
四凶	四凶
四扎	四紮
四只	四隻
寺钟	寺鐘
饲喂	飼餵
松巴哇	松巴哇
松柏	松柏
松北	松北
松本	松本
松材线虫	松材線蟲
松大辅	松大輔
松风	松風
松冈	松岡
松高	鬆高
松高路	松高路
松果	松果
松鹤	松鶴
松花	松花
松化石	松化石
松篁交翠	松篁交翠
松鸡	松雞
松江	松江
松胶	松膠
松焦油	松焦油
松节	鬆節
松节油	松節油
松井秀	松井秀
松菌	松菌
松筠之操	松筠之操
松筠之节	松筠之節
松科	松科
松口	鬆口
松口蘑	松口蘑
松扣	鬆釦
松类	松類
松辽平原	松遼平原
松林	松林
松岭	松嶺
松隆子	松隆子
松露	松露
松萝	松蘿
松毛	松毛
松茂竹苞	鬆茂竹苞
松煤	松煤
松明	松明
松蘑	松蘑
松漠	松漠
松木	松木
松潘	松潘
松皮癣	松皮癬
松浦	松浦
松乔	松喬
松青	松青
松丘	松丘
松球	松球
松毬	松毬
松瓤	松瓤
松仁	松仁
松茸	松茸
松蕊	松蕊
松山	松山
松狮犬	松獅犬
松石	松石
松鼠	松鼠
松树	松樹
松涛	松濤
松桃	鬆桃
松桃苗族自治县	松桃苗族自治縣
松桃县	松桃縣
松田	松田
松尾	鬆尾
松尾芭蕉	松尾芭蕉
松纹	松紋
松溪	松溪
松下	松下
松香	松香
松形鹤骨	鬆形鶴骨
松雪泰子	松雪泰子
松蕈	松蕈
松鸦	松鴉
松烟	松煙
松阳	松陽
松叶	松葉
松油	松油
松鱼	松魚
松原	松原
松赞干布	松贊干布
松藻虫	松藻蟲
松针	松針
松枝	松枝
松脂	松脂
松指部	松指部
松智路	松智路
松竹	松竹
松子	松子
駷跃惊矫浮云翻	駷躍驚矯浮雲翻
送报	送報
送报夫	送報伕
诵念	誦唸
颂系	頌繫
颂赞	頌讚
搜藏	蒐藏
搜査证	搜查證
搜购	蒐購
搜集	蒐集
搜括	蒐括
搜罗	蒐羅
搜证	蒐證
溲面	溲麪
苏杯	蘇盃
苏格兰	蘇格蘭
苏格兰折耳猫	蘇格蘭摺耳貓
苏哈托	蘇哈托
苏家屯	甦家屯
苏昆	蘇崑
苏里	蘇里
苏仙	蘇仙
苏仙区	甦仙區
苏醒	甦醒
苏扬托	蘇揚托
酥签	酥簽
夙昔尝许人	夙昔嘗許人
素发	素髮
素借	素藉
塑胶	塑膠
塑胶制	塑膠製
溯游	溯游
酸懒	痠懶
酸麻	痠麻
酸软	痠軟
酸疼	痠疼
酸痛	痠痛
蒜发	蒜髮
蒜苔	蒜薹
算发	算髮
算历	算曆
虽复能复	雖覆能復
岁凶	歲凶
岁聿云暮	歲聿云暮
脺脏	脺臟
碎发	碎髮
碎屑	碎屑
碎屑岩	碎屑岩
穗裳	繐裳
穗帏飘井干	繐幃飄井幹
穗帷	繐帷
穗帐	繐帳
孙杰	孫杰
笋干	筍乾
缩影	縮影
缩影微卷	縮影微捲
所布的	所佈的
所布之	所佈之
所系	所繫
所云	所云
索尔	索爾
索尔兹伯里	索爾茲伯裏
索尔兹伯里平原	索爾茲伯里平原
索尔兹伯里石环	索爾茲伯里石環
索里士	索里士
索马里	索馬里
索馬里	索馬里
索面	索麪
索托	索托
锁扣	鎖釦
他皆缓别日	他皆緩別日
他钟	他鐘
塔克	塔克
塔克拉马干	塔克拉馬干
塔克拉玛干	塔克拉瑪干
塔里班	塔里班
塔里木	塔里木
塔里契亚努	塔里契亞努
塔什干	塔什干
塔什库尔干	塔什庫爾幹
塔什库尔干塔吉克	塔什庫爾幹塔吉克
塔什库尔干塔吉克自治县	塔什庫爾干塔吉克自治縣
塔什库尔干乡	塔什庫爾干鄉
塔什库尔干自治县	塔什庫爾干自治縣
塔希斯	塔希斯
塔钟	塔鐘
胎发	胎髮
台安	檯安
台笔	檯筆
台布	檯布
台秤	檯秤
台灯	檯燈
台凳	檯凳
台风	颱風
